gene_id,variance
ENSG00000165816.13,4.236701114482859
ENSG00000081985.13,4.22920364324867
ENSG00000135917.16,4.220914328565534
ENSG00000101311.16,4.218971500838241
ENSG00000166959.8,4.218722548069589
ENSG00000211642.3,4.21506282135287
ENSG00000143297.19,4.213566530316243
ENSG00000105664.11,4.208928432873784
ENSG00000152931.9,4.207822860499982
ENSG00000198910.14,4.205109347977811
ENSG00000156413.14,4.203111821618274
ENSG00000173175.15,4.20196007661109
ENSG00000126778.12,4.199016262125882
ENSG00000135218.19,4.185590198116984
ENSG00000145832.14,4.181480102376823
ENSG00000197253.13,4.1785289121057785
ENSG00000168447.11,4.173858524159037
ENSG00000111344.11,4.173327170864469
ENSG00000211974.3,4.17158099074173
ENSG00000160886.13,4.167725919852876
ENSG00000135373.13,4.1675789137606145
ENSG00000233101.10,4.16013677353537
ENSG00000163710.9,4.158825680815077
ENSG00000075886.11,4.156466085745633
ENSG00000107485.18,4.153628471836046
ENSG00000154654.15,4.148360465518383
ENSG00000261115.6,4.147550649400095
ENSG00000132821.12,4.147099726879256
ENSG00000137440.5,4.144580353681531
ENSG00000166670.10,4.142597491922527
ENSG00000111341.10,4.142188897057888
ENSG00000140519.14,4.139794920983362
ENSG00000069011.16,4.139727323864727
ENSG00000135638.14,4.138208547727935
ENSG00000088386.17,4.130635077784876
ENSG00000123364.5,4.129517715477239
ENSG00000211655.3,4.125706626132976
ENSG00000214128.11,4.1248126064837365
ENSG00000142449.13,4.118573952027724
ENSG00000260284.1,4.113618577967822
ENSG00000079689.14,4.113469066409702
ENSG00000151882.11,4.112271655549449
ENSG00000143867.7,4.111957953258181
